problem_id,title,difficulty,tags,text
prob-bank-325,Apple Queue Throughput Scheduler 17,Easy,Queues Apple Zoho Company Wise,"Apple Queue Throughput Scheduler 17 Queues Apple Zoho Company Wise Apple placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-326,Netflix Hash Map Collision Resolver 17,Medium,Hashing Netflix Adobe Company Wise,"Netflix Hash Map Collision Resolver 17 Hashing Netflix Adobe Company Wise Netflix placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-327,Adobe Binary Tree Path Auditor 17,Hard,Trees Adobe Infosys Company Wise,"Adobe Binary Tree Path Auditor 17 Trees Adobe Infosys Company Wise Adobe placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-328,Uber BST Range Inspector 17,Easy,Binary Search Trees Uber Deloitte Company Wise,"Uber BST Range Inspector 17 Binary Search Trees Uber Deloitte Company Wise Uber placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-329,Airbnb Priority Heap Ranker 17,Medium,Heaps Airbnb Swiggy Company Wise,"Airbnb Priority Heap Ranker 17 Heaps Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-330,Stripe Graph Route Planner 17,Hard,Graphs Stripe Microsoft Company Wise,"Stripe Graph Route Planner 17 Graphs Stripe Microsoft Company Wise Stripe placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-331,Salesforce Recursive State Explorer 17,Easy,Recursion Salesforce Stripe Company Wise,"Salesforce Recursive State Explorer 17 Recursion Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-332,Oracle Backtracking Choice Builder 17,Medium,Backtracking Oracle Capgemini Company Wise,"Oracle Backtracking Choice Builder 17 Backtracking Oracle Capgemini Company Wise Oracle placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-333,TCS Greedy Placement Optimizer 17,Hard,Greedy Algorithms TCS Cisco Company Wise,"TCS Greedy Placement Optimizer 17 Greedy Algorithms TCS Cisco Company Wise TCS placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-334,Infosys DP Interview Grid 17,Easy,Dynamic Programming Infosys Razorpay Company Wise,"Infosys DP Interview Grid 17 Dynamic Programming Infosys Razorpay Company Wise Infosys placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-335,Wipro Trie Prefix Directory 17,Medium,Tries Wipro Netflix Company Wise,"Wipro Trie Prefix Directory 17 Tries Wipro Netflix Company Wise Wipro placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-336,Accenture Segment Tree Query Engine 17,Hard,Segment Trees Accenture TCS Company Wise,"Accenture Segment Tree Query Engine 17 Segment Trees Accenture TCS Company Wise Accenture placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-337,Capgemini Bitmask Eligibility Filter 17,Easy,Bit Manipulation Capgemini JP Morgan Company Wise,"Capgemini Bitmask Eligibility Filter 17 Bit Manipulation Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-338,Cognizant Sliding Window Signal 17,Medium,Sliding Window Cognizant Flipkart Company Wise,"Cognizant Sliding Window Signal 17 Sliding Window Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-339,Goldman Sachs Two Pointer Interview Sweep 17,Hard,Two Pointers Goldman Sachs Google Company Wise,"Goldman Sachs Two Pointer Interview Sweep 17 Two Pointers Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-340,JP Morgan System Constraint Challenge 17,Easy,Advanced Interview Problems JP Morgan Airbnb Company Wise,"JP Morgan System Constraint Challenge 17 Advanced Interview Problems JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-341,Deloitte Array Window Balancer 18,Medium,Arrays Deloitte Accenture Company Wise,"Deloitte Array Window Balancer 18 Arrays Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-342,PayPal String Pattern Normalizer 18,Hard,Strings PayPal Atlassian Company Wise,"PayPal String Pattern Normalizer 18 Strings PayPal Atlassian Company Wise PayPal placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-343,Atlassian Linked List Pointer Repair 18,Easy,Linked Lists Atlassian PhonePe Company Wise,"Atlassian Linked List Pointer Repair 18 Linked Lists Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-344,Cisco Stack Sequence Validator 18,Medium,Stacks Cisco Apple Company Wise,"Cisco Stack Sequence Validator 18 Stacks Cisco Apple Company Wise Cisco placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-345,Intel Queue Throughput Scheduler 18,Hard,Queues Intel Oracle Company Wise,"Intel Queue Throughput Scheduler 18 Queues Intel Oracle Company Wise Intel placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-346,NVIDIA Hash Map Collision Resolver 18,Easy,Hashing NVIDIA Goldman Sachs Company Wise,"NVIDIA Hash Map Collision Resolver 18 Hashing NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-347,Flipkart Binary Tree Path Auditor 18,Medium,Trees Flipkart NVIDIA Company Wise,"Flipkart Binary Tree Path Auditor 18 Trees Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-348,Swiggy BST Range Inspector 18,Hard,Binary Search Trees Swiggy Amazon Company Wise,"Swiggy BST Range Inspector 18 Binary Search Trees Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-349,Zomato Priority Heap Ranker 18,Easy,Heaps Zomato Uber Company Wise,"Zomato Priority Heap Ranker 18 Heaps Zomato Uber Company Wise Zomato placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-350,PhonePe Graph Route Planner 18,Medium,Graphs PhonePe Wipro Company Wise,"PhonePe Graph Route Planner 18 Graphs PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-351,Razorpay Recursive State Explorer 18,Hard,Recursion Razorpay PayPal Company Wise,"Razorpay Recursive State Explorer 18 Recursion Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-352,Zoho Backtracking Choice Builder 18,Easy,Backtracking Zoho Zomato Company Wise,"Zoho Backtracking Choice Builder 18 Backtracking Zoho Zomato Company Wise Zoho placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-353,Amazon Greedy Placement Optimizer 18,Medium,Greedy Algorithms Amazon Meta Company Wise,"Amazon Greedy Placement Optimizer 18 Greedy Algorithms Amazon Meta Company Wise Amazon placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-354,Google DP Interview Grid 18,Hard,Dynamic Programming Google Salesforce Company Wise,"Google DP Interview Grid 18 Dynamic Programming Google Salesforce Company Wise Google placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-355,Microsoft Trie Prefix Directory 18,Easy,Tries Microsoft Cognizant Company Wise,"Microsoft Trie Prefix Directory 18 Tries Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-356,Meta Segment Tree Query Engine 18,Medium,Segment Trees Meta Intel Company Wise,"Meta Segment Tree Query Engine 18 Segment Trees Meta Intel Company Wise Meta placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-357,Apple Bitmask Eligibility Filter 18,Hard,Bit Manipulation Apple Zoho Company Wise,"Apple Bitmask Eligibility Filter 18 Bit Manipulation Apple Zoho Company Wise Apple placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-358,Netflix Sliding Window Signal 18,Easy,Sliding Window Netflix Adobe Company Wise,"Netflix Sliding Window Signal 18 Sliding Window Netflix Adobe Company Wise Netflix placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-359,Adobe Two Pointer Interview Sweep 18,Medium,Two Pointers Adobe Infosys Company Wise,"Adobe Two Pointer Interview Sweep 18 Two Pointers Adobe Infosys Company Wise Adobe placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-360,Uber System Constraint Challenge 18,Hard,Advanced Interview Problems Uber Deloitte Company Wise,"Uber System Constraint Challenge 18 Advanced Interview Problems Uber Deloitte Company Wise Uber placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-361,Airbnb Array Window Balancer 19,Easy,Arrays Airbnb Swiggy Company Wise,"Airbnb Array Window Balancer 19 Arrays Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-362,Stripe String Pattern Normalizer 19,Medium,Strings Stripe Microsoft Company Wise,"Stripe String Pattern Normalizer 19 Strings Stripe Microsoft Company Wise Stripe placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-363,Salesforce Linked List Pointer Repair 19,Hard,Linked Lists Salesforce Stripe Company Wise,"Salesforce Linked List Pointer Repair 19 Linked Lists Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-364,Oracle Stack Sequence Validator 19,Easy,Stacks Oracle Capgemini Company Wise,"Oracle Stack Sequence Validator 19 Stacks Oracle Capgemini Company Wise Oracle placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-365,TCS Queue Throughput Scheduler 19,Medium,Queues TCS Cisco Company Wise,"TCS Queue Throughput Scheduler 19 Queues TCS Cisco Company Wise TCS placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-366,Infosys Hash Map Collision Resolver 19,Hard,Hashing Infosys Razorpay Company Wise,"Infosys Hash Map Collision Resolver 19 Hashing Infosys Razorpay Company Wise Infosys placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-367,Wipro Binary Tree Path Auditor 19,Easy,Trees Wipro Netflix Company Wise,"Wipro Binary Tree Path Auditor 19 Trees Wipro Netflix Company Wise Wipro placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-368,Accenture BST Range Inspector 19,Medium,Binary Search Trees Accenture TCS Company Wise,"Accenture BST Range Inspector 19 Binary Search Trees Accenture TCS Company Wise Accenture placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-369,Capgemini Priority Heap Ranker 19,Hard,Heaps Capgemini JP Morgan Company Wise,"Capgemini Priority Heap Ranker 19 Heaps Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-370,Cognizant Graph Route Planner 19,Easy,Graphs Cognizant Flipkart Company Wise,"Cognizant Graph Route Planner 19 Graphs Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-371,Goldman Sachs Recursive State Explorer 19,Medium,Recursion Goldman Sachs Google Company Wise,"Goldman Sachs Recursive State Explorer 19 Recursion Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-372,JP Morgan Backtracking Choice Builder 19,Hard,Backtracking JP Morgan Airbnb Company Wise,"JP Morgan Backtracking Choice Builder 19 Backtracking JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-373,Deloitte Greedy Placement Optimizer 19,Easy,Greedy Algorithms Deloitte Accenture Company Wise,"Deloitte Greedy Placement Optimizer 19 Greedy Algorithms Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-374,PayPal DP Interview Grid 19,Medium,Dynamic Programming PayPal Atlassian Company Wise,"PayPal DP Interview Grid 19 Dynamic Programming PayPal Atlassian Company Wise PayPal placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-375,Atlassian Trie Prefix Directory 19,Hard,Tries Atlassian PhonePe Company Wise,"Atlassian Trie Prefix Directory 19 Tries Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-376,Cisco Segment Tree Query Engine 19,Easy,Segment Trees Cisco Apple Company Wise,"Cisco Segment Tree Query Engine 19 Segment Trees Cisco Apple Company Wise Cisco placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-377,Intel Bitmask Eligibility Filter 19,Medium,Bit Manipulation Intel Oracle Company Wise,"Intel Bitmask Eligibility Filter 19 Bit Manipulation Intel Oracle Company Wise Intel placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-378,NVIDIA Sliding Window Signal 19,Hard,Sliding Window NVIDIA Goldman Sachs Company Wise,"NVIDIA Sliding Window Signal 19 Sliding Window NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-379,Flipkart Two Pointer Interview Sweep 19,Easy,Two Pointers Flipkart NVIDIA Company Wise,"Flipkart Two Pointer Interview Sweep 19 Two Pointers Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-380,Swiggy System Constraint Challenge 19,Medium,Advanced Interview Problems Swiggy Amazon Company Wise,"Swiggy System Constraint Challenge 19 Advanced Interview Problems Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-381,Zomato Array Window Balancer 20,Hard,Arrays Zomato Uber Company Wise,"Zomato Array Window Balancer 20 Arrays Zomato Uber Company Wise Zomato placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-382,PhonePe String Pattern Normalizer 20,Easy,Strings PhonePe Wipro Company Wise,"PhonePe String Pattern Normalizer 20 Strings PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-383,Razorpay Linked List Pointer Repair 20,Medium,Linked Lists Razorpay PayPal Company Wise,"Razorpay Linked List Pointer Repair 20 Linked Lists Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-384,Zoho Stack Sequence Validator 20,Hard,Stacks Zoho Zomato Company Wise,"Zoho Stack Sequence Validator 20 Stacks Zoho Zomato Company Wise Zoho placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-385,Amazon Queue Throughput Scheduler 20,Easy,Queues Amazon Meta Company Wise,"Amazon Queue Throughput Scheduler 20 Queues Amazon Meta Company Wise Amazon placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-386,Google Hash Map Collision Resolver 20,Medium,Hashing Google Salesforce Company Wise,"Google Hash Map Collision Resolver 20 Hashing Google Salesforce Company Wise Google placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-387,Microsoft Binary Tree Path Auditor 20,Hard,Trees Microsoft Cognizant Company Wise,"Microsoft Binary Tree Path Auditor 20 Trees Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-388,Meta BST Range Inspector 20,Easy,Binary Search Trees Meta Intel Company Wise,"Meta BST Range Inspector 20 Binary Search Trees Meta Intel Company Wise Meta placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-389,Apple Priority Heap Ranker 20,Medium,Heaps Apple Zoho Company Wise,"Apple Priority Heap Ranker 20 Heaps Apple Zoho Company Wise Apple placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-390,Netflix Graph Route Planner 20,Hard,Graphs Netflix Adobe Company Wise,"Netflix Graph Route Planner 20 Graphs Netflix Adobe Company Wise Netflix placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-391,Adobe Recursive State Explorer 20,Easy,Recursion Adobe Infosys Company Wise,"Adobe Recursive State Explorer 20 Recursion Adobe Infosys Company Wise Adobe placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-392,Uber Backtracking Choice Builder 20,Medium,Backtracking Uber Deloitte Company Wise,"Uber Backtracking Choice Builder 20 Backtracking Uber Deloitte Company Wise Uber placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-393,Airbnb Greedy Placement Optimizer 20,Hard,Greedy Algorithms Airbnb Swiggy Company Wise,"Airbnb Greedy Placement Optimizer 20 Greedy Algorithms Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-394,Stripe DP Interview Grid 20,Easy,Dynamic Programming Stripe Microsoft Company Wise,"Stripe DP Interview Grid 20 Dynamic Programming Stripe Microsoft Company Wise Stripe placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-395,Salesforce Trie Prefix Directory 20,Medium,Tries Salesforce Stripe Company Wise,"Salesforce Trie Prefix Directory 20 Tries Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-396,Oracle Segment Tree Query Engine 20,Hard,Segment Trees Oracle Capgemini Company Wise,"Oracle Segment Tree Query Engine 20 Segment Trees Oracle Capgemini Company Wise Oracle placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-397,TCS Bitmask Eligibility Filter 20,Easy,Bit Manipulation TCS Cisco Company Wise,"TCS Bitmask Eligibility Filter 20 Bit Manipulation TCS Cisco Company Wise TCS placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-398,Infosys Sliding Window Signal 20,Medium,Sliding Window Infosys Razorpay Company Wise,"Infosys Sliding Window Signal 20 Sliding Window Infosys Razorpay Company Wise Infosys placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-399,Wipro Two Pointer Interview Sweep 20,Hard,Two Pointers Wipro Netflix Company Wise,"Wipro Two Pointer Interview Sweep 20 Two Pointers Wipro Netflix Company Wise Wipro placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-400,Accenture System Constraint Challenge 20,Easy,Advanced Interview Problems Accenture TCS Company Wise,"Accenture System Constraint Challenge 20 Advanced Interview Problems Accenture TCS Company Wise Accenture placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-401,Capgemini Array Window Balancer 21,Medium,Arrays Capgemini JP Morgan Company Wise,"Capgemini Array Window Balancer 21 Arrays Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-402,Cognizant String Pattern Normalizer 21,Hard,Strings Cognizant Flipkart Company Wise,"Cognizant String Pattern Normalizer 21 Strings Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-403,Goldman Sachs Linked List Pointer Repair 21,Easy,Linked Lists Goldman Sachs Google Company Wise,"Goldman Sachs Linked List Pointer Repair 21 Linked Lists Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-404,JP Morgan Stack Sequence Validator 21,Medium,Stacks JP Morgan Airbnb Company Wise,"JP Morgan Stack Sequence Validator 21 Stacks JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-405,Deloitte Queue Throughput Scheduler 21,Hard,Queues Deloitte Accenture Company Wise,"Deloitte Queue Throughput Scheduler 21 Queues Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-406,PayPal Hash Map Collision Resolver 21,Easy,Hashing PayPal Atlassian Company Wise,"PayPal Hash Map Collision Resolver 21 Hashing PayPal Atlassian Company Wise PayPal placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-407,Atlassian Binary Tree Path Auditor 21,Medium,Trees Atlassian PhonePe Company Wise,"Atlassian Binary Tree Path Auditor 21 Trees Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-408,Cisco BST Range Inspector 21,Hard,Binary Search Trees Cisco Apple Company Wise,"Cisco BST Range Inspector 21 Binary Search Trees Cisco Apple Company Wise Cisco placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
